,area_m2,price_usd,lat,lon,place
1309,215,436871.99,-12.950598,-38.40873,Salvador
1310,96,174748.79,-12.9994819,-38.4560755,Salvador
1311,170,192535.72,-14.6833333,-41.0333333,Salvador
1312,130,234038.56,-12.9994819,-38.4560755,Salvador
1313,225,468077.13,-12.9928931,-38.4665922,Salvador
1314,96,96735.94,-12.98223,-38.43898,Salvador
1315,106,199974.6,-12.992462,-38.444553,Salvador
1316,130,96735.94,-13.000443,-38.45739,Salvador
1318,130,96735.94,-13.000443,-38.45739,Salvador
1319,109,131061.59,-14.834676,-39.028308,Ilhéus
1322,60,108593.89,-14.6833333,-41.0333333,Salvador
1324,129,131373.65,-12.998506,-38.52309,Salvador
1325,140,347200.3,-13.007612,-38.49474,Salvador
1326,86,156056.91,-12.980449,-38.4560755,Salvador
1327,85,75183.17,-12.89444,-38.32722,Lauro de Freitas
1328,54,81227.29,-14.6833333,-41.0333333,Salvador
1330,84,131571.8,-12.9929207,-38.4924703,Salvador
1331,117,184585.28,-12.9429024,-38.3982041,Salvador
1332,173,241536.85,-12.9429024,-38.3982041,Salvador
1333,181,260013.1,-12.9429024,-38.3982041,Salvador
1334,150,148349.22,-12.964468,-38.417938,Salvador
1335,242,101003.72,-12.998506,-38.52309,Salvador
1336,111,206580.85,-12.9429024,-38.3982041,Salvador
1337,85,107070.46,-12.8817945,-38.2824417,Lauro de Freitas
1338,70,85786.68,-13.12099,-41.89093,Salvador
1339,70,90153.52,-13.12099,-41.89093,Salvador
1340,81,111913.18,-12.9925709,-38.4889345,Salvador
1341,58,82311.36,-13.12099,-41.89093,Salvador
1342,200,367097.29,-12.9429024,-38.3982041,Salvador
1343,57,130967.98,-12.9890124,-38.4392045,Salvador
1344,110,154939.14,-12.9429024,-38.3982041,Salvador
1345,90,149502.27,-12.9994819,-38.4560755,Salvador
1348,72,89090.68,-12.26666667,-38.96666667,Feira de Santana
1350,211,464956.62,-12.9989637,-38.4983503,Salvador
1352,210,473038.75,-13.0016046,-38.4882775,Salvador
1353,70,129376.52,-12.9903761,-38.4468721,Salvador
1354,72,120139.79,-12.9903761,-38.4468721,Salvador
1356,90,106097.48,-12.968704,-38.435516,Salvador
1357,195,180989.82,-14.820665,-39.027844,Ilhéus
1359,88,107657.74,-14.86306,-40.835654,Vitória da Conquista
1360,82,124820.57,-12.9994819,-38.4560755,Salvador
1361,133,249641.14,-12.9994819,-38.4560755,Salvador
1362,195,187230.85,-15.61667,-39.7,Salvador
1363,160,99856.45,-13.0051811,-38.5257172,Salvador
1364,80,132567.38,-12.992462,-38.444553,Salvador
1365,67,84253.88,-12.852844,-38.32711,Lauro de Freitas
1366,180,244948.51,-12.964468,-38.417938,Salvador
1367,134,196457.59,-12.964468,-38.417938,Salvador
1368,225,341241.02,-12.964468,-38.417938,Salvador
1369,88,133533.98,-12.964468,-38.417938,Salvador
1370,116,177109.77,-12.964468,-38.417938,Salvador
1371,110,156425.45,-12.964468,-38.417938,Salvador
1374,112,224677.02,-12.950598,-38.40873,Salvador
1375,77,101003.72,-12.973222,-38.435795,Salvador
1376,83,126254.65,-13.004878,-38.532276,Salvador
1377,64,101003.72,-12.973127,-38.434219,Salvador
1378,156,347200.3,-13.002883,-38.486099,Salvador
1379,87,121700.05,-12.964468,-38.417938,Salvador
1380,67,358859.13,-12.53027778,-38.29916667,Mata de São João
1381,161,371341.19,-12.980449,-38.4560755,Salvador
1382,156,399501.02,-13.0016046,-38.4882775,Salvador
1384,80,122206.7,-12.993533,-38.526047,Salvador
1386,53,95274.91,-12.8517713,-38.4593508,Salvador
1387,130,308930.91,-13.0016046,-38.4882775,Salvador
1388,66,134182.11,-13.000443,-38.45739,Salvador
1389,80,122206.7,-12.993533,-38.526047,Salvador
1390,70,84253.88,-12.981397,-38.441444,Salvador
1391,95,121700.05,-12.983881,-38.470535,Salvador
1392,62,102976.97,-12.993782,-38.492218,Salvador
1394,62,102976.97,-12.993782,-38.492218,Salvador
1395,65,98296.19,-12.9890124,-38.4392045,Salvador
1396,145,265243.71,-12.9928931,-38.4665922,Salvador
1397,181,392858.7,-13.0016046,-38.4882775,Salvador
1398,181,401522.49,-13.0016046,-38.4882775,Salvador
1399,150,352979.77,-13.0016046,-38.4882775,Salvador
1400,150,359730.69,-13.0016046,-38.4882775,Salvador
1401,150,363267.17,-13.0016046,-38.4882775,Salvador
1403,150,371304.06,-13.0016046,-38.4882775,Salvador
1404,150,371625.47,-13.0016046,-38.4882775,Salvador
1405,150,375804.46,-13.0016046,-38.4882775,Salvador
1406,154,126254.65,-12.977729,-38.5093,Salvador
1407,92,118579.54,-13.000443,-38.45739,Salvador
1410,129,124820.57,-12.998506,-38.52309,Salvador
1412,118,159146.22,-12.991933,-38.465279,Salvador
1415,99,143543.65,-12.985207,-38.456074,Salvador
1416,130,238719.34,-12.985207,-38.456074,Salvador
1417,136,262123.19,-12.985207,-38.456074,Salvador
1419,60,106097.48,-12.957254,-38.429649,Salvador
1420,78,90494.91,-12.981731,-38.443302,Salvador
1421,90,156025.71,-13.002345,-38.528343,Salvador
1422,82,124820.57,-12.937969,-38.381538,Salvador
1423,68,106097.48,-12.937969,-38.381538,Salvador
1424,69,106097.48,-12.974941,-38.440117,Salvador
1425,69,78012.85,-12.971756,-38.438103,Salvador
1426,85,134182.11,-12.970966,-38.436806,Salvador
1428,143,255882.16,-12.941992,-38.403465,Salvador
1429,71,145103.91,-16.412931,-39.050011,Itacimirim
1430,78,106097.48,-13.007857,-38.498463,Salvador
1431,167,198851.08,-12.990577,-38.510612,Salvador
1432,68,121520.1,-12.956255,-38.465279,Salvador
1435,204,268291.14,-12.993305,-38.45739,Salvador
1436,140,192538.34,-12.950598,-38.40873,Salvador
1437,103,239883.84,-13.000443,-38.45739,Salvador
1438,98,236727.47,-12.98223,-38.43898,Salvador
1439,78,78909.15,-12.993305,-38.45739,Salvador
1440,140,195694.71,-12.998506,-38.52309,Salvador
1441,72,119941.92,-12.972229,-38.501419,Salvador
1442,74,89956.44,-12.993305,-38.45739,Salvador
1443,150,164131.05,-12.993305,-38.45739,Salvador
1444,113,230414.74,-12.957254,-38.429649,Salvador
1445,147,347200.3,-12.993889,-38.479481,Salvador
1446,103,148349.22,-13.000443,-38.45739,Salvador
1448,135,196592.39,-12.991933,-38.465279,Salvador
1449,76,82693.62,-12.9994819,-38.4560755,Salvador
1450,135,196592.39,-12.991933,-38.465279,Salvador
1451,92,118579.54,-13.000443,-38.45739,Salvador
1452,85,118579.54,-12.985207,-38.456074,Salvador
1455,129,124820.57,-12.998506,-38.52309,Salvador
1458,105,176756.51,-12.985207,-38.456074,Salvador
1459,243,268494.53,-12.992472,-38.52298,Salvador
1460,249,315636.63,-13.004878,-38.532276,Salvador
1461,215,347200.3,-13.004878,-38.532276,Salvador
1462,91,236727.47,-12.993533,-38.526047,Salvador
1463,112,116785.55,-12.971756,-38.438103,Salvador
1464,166,412981.65,-12.94999,-38.391624,Salvador
1465,76,118579.54,-12.973127,-38.434219,Salvador
1466,113,246196.57,-12.964468,-38.417938,Salvador
1467,53,78909.15,-13.007857,-38.498463,Salvador
1468,187,468449.41,-12.94999,-38.391624,Salvador
1469,170,249641.14,-14.859674,-40.820404,Vitória da Conquista
1472,187,468449.41,-12.94999,-38.391624,Salvador
1473,75,115459.02,-12.9974576,-38.5235011,Salvador
1474,80,99425.54,-12.981397,-38.441444,Salvador
1475,137,152905.19,-13.000443,-38.45739,Salvador
1476,63,135742.37,-13.000443,-38.45739,Salvador
1477,88,94690.99,-12.992462,-38.444553,Salvador
1478,123,234038.56,-13.000443,-38.45739,Salvador
1479,90,215315.48,-12.991933,-38.465279,Salvador
1480,149,166947.51,-12.9994819,-38.4560755,Salvador
1481,110,140423.14,-12.980449,-38.4560755,Salvador
1485,100,131061.59,-14.855744,-40.819691,Vitória da Conquista
1486,105,137302.62,-14.861937,-40.834869,Vitória da Conquista
1487,207,372451.23,-12.96049,-38.405239,Salvador
1488,180,186225.61,-12.949139,-38.392117,Salvador
1489,118,230918.05,-12.993305,-38.45739,Salvador
1490,140,171628.28,-13.009875,-38.481541,Salvador
1491,55,84253.88,-12.852844,-38.32711,Lauro de Freitas
1492,69,109217.99,-12.9989637,-38.4983503,Salvador
1493,90,121700.05,-14.862853,-40.816868,Vitória da Conquista
1495,90,109217.99,-14.855744,-40.819691,Vitória da Conquista
1497,80,126254.65,-12.941992,-38.403465,Salvador
1499,70,99425.54,-12.992462,-38.444553,Salvador
1500,139,265134.77,-12.96049,-38.405239,Salvador
1501,140,183069.25,-12.958966,-38.405651,Salvador
1502,113,242566.75,-12.964468,-38.417938,Salvador
1503,187,514884.85,-13.002345,-38.528343,Salvador
1504,187,520800.45,-13.002345,-38.528343,Salvador
1505,187,520800.45,-13.002345,-38.528343,Salvador
1506,187,520800.45,-13.002345,-38.528343,Salvador
1507,187,505018.62,-13.002345,-38.528343,Salvador
1508,102,118579.54,-14.861924,-40.844535,Vitória da Conquista
1509,120,81133.37,-16.407278,-39.050184,Porto Seguro
1510,166,343256.56,-12.957254,-38.429649,Salvador
1511,116,119941.92,-13.000443,-38.45739,Salvador
1512,92,145192.85,-12.992462,-38.444553,Salvador
1513,96,132567.38,-12.992462,-38.444553,Salvador
1514,230,410327.63,-12.993533,-38.526047,Salvador
1515,124,171628.28,-14.833973,-39.029174,Ilhéus
1517,130,252509.31,-12.998506,-38.52309,Salvador
1518,61,193471.88,-12.985207,-38.456074,Salvador
1519,145,309323.9,-13.000443,-38.45739,Salvador
1521,245,468077.13,-12.13935,-45.014972,Barreiras
1522,83,82693.62,-14.816834,-39.025422,Ilhéus
1523,112,187230.85,-12.147748,-44.995347,Barreiras
1526,72,106097.48,-14.862555,-40.829413,Vitória da Conquista
1527,147,218435.99,-12.141528,-44.996245,Barreiras
1528,77,116785.55,-13.004878,-38.532276,Salvador
1529,182,436871.99,-13.004878,-38.532276,Salvador
1530,70,109217.99,-12.974941,-38.440117,Salvador
1531,132,234038.56,-13.004878,-38.532276,Salvador
1532,63,88378.25,-13.000443,-38.45739,Salvador
1533,65,83164.82,-12.852844,-38.32711,Lauro de Freitas
1534,87,102736.06,-12.852844,-38.32711,Lauro de Freitas
1535,60,78012.85,-12.920561,-38.318233,Salvador
1537,72,85703.4,-12.970966,-38.436806,Salvador
1538,181,396787.11,-13.000164,-38.489021,Salvador
1539,150,356509.39,-13.000164,-38.489021,Salvador
1540,142,209886.1,-12.972229,-38.501419,Salvador
1541,123,180992.32,-12.972229,-38.501419,Salvador
1542,142,209886.1,-12.972229,-38.501419,Salvador
1543,123,180992.32,-12.972229,-38.501419,Salvador
1544,72,106608.62,-12.972229,-38.501419,Salvador
1545,72,103356.73,-12.972229,-38.501419,Salvador
1546,72,106608.62,-12.972229,-38.501419,Salvador
1547,72,106608.62,-12.972229,-38.501419,Salvador
1548,60,81133.37,-12.993782,-38.492218,Salvador
1549,77,121388.0,-12.987189,-38.470947,Salvador
1550,63,108281.84,-12.98223,-38.43898,Salvador
1551,70,199712.91,-12.9419975,-38.4125249,Salvador
1552,64,84253.88,-12.974941,-38.440117,Salvador
1553,73,184110.34,-12.985207,-38.456074,Salvador
1554,78,104537.22,-12.985207,-38.456074,Salvador
1555,65,118579.54,-12.962178,-38.431129,Salvador
1556,90,127941.08,-12.971897,-38.439224,Salvador
1557,181,411907.88,-13.000164,-38.489021,Salvador
1558,90,140423.14,-13.000443,-38.45739,Salvador
1559,170,249641.14,-12.949139,-38.392117,Salvador
1560,219,199712.91,-12.993305,-38.45739,Salvador
1561,217,259002.68,-13.000443,-38.45739,Salvador
1563,75,92991.32,-12.974552,-38.496819,Salvador
1564,69,84253.88,-12.956255,-38.465279,Salvador
1565,67,131061.59,-12.9941,-38.504044,Salvador
1566,77,121388.0,-12.987189,-38.470947,Salvador
1567,90,140423.14,-13.000443,-38.45739,Salvador
1568,217,259002.68,-13.000443,-38.45739,Salvador
1569,219,199712.91,-12.993305,-38.45739,Salvador
1571,69,84253.88,-12.956255,-38.465279,Salvador
1572,78,104537.22,-12.985207,-38.456074,Salvador
1573,73,184110.34,-12.985207,-38.456074,Salvador
1574,67,131061.59,-12.9941,-38.504044,Salvador
1576,170,249641.14,-12.949139,-38.392117,Salvador
1577,60,81133.37,-12.993782,-38.492218,Salvador
1578,64,84253.88,-12.974941,-38.440117,Salvador
1580,90,127941.08,-12.971897,-38.439224,Salvador
1581,72,85703.4,-12.970966,-38.436806,Salvador
1582,60,79573.11,-12.996323,-38.481049,Salvador
1583,181,411907.88,-13.000164,-38.489021,Salvador
1584,181,396787.11,-13.000164,-38.489021,Salvador
1585,150,356509.39,-13.000164,-38.489021,Salvador
1587,142,209886.1,-12.972229,-38.501419,Salvador
1588,72,106608.62,-12.972229,-38.501419,Salvador
1589,72,103356.73,-12.972229,-38.501419,Salvador
1590,72,106608.62,-12.972229,-38.501419,Salvador
1591,72,106608.62,-12.972229,-38.501419,Salvador
1592,142,209886.1,-12.972229,-38.501419,Salvador
1594,172,308930.91,-12.991933,-38.465279,Salvador
1596,195,499282.28,-12.950598,-38.40873,Salvador
1597,195,390064.28,-12.950598,-38.40873,Salvador
1600,88,109217.99,-12.852844,-38.32711,Lauro de Freitas
1601,113,218435.99,-12.992472,-38.52298,Salvador
1603,88,123260.31,-12.993305,-38.45739,Salvador
1604,80,102976.97,-12.968704,-38.435516,Salvador
1605,80,102976.97,-12.968704,-38.435516,Salvador
1607,61,129501.34,-13.009679,-38.486305,Salvador
1608,65,95175.68,-14.822772,-39.026363,Ilhéus
1610,78,102976.97,-14.83119,-39.028763,Ilhéus
1611,85,85814.14,-14.840458,-39.02848,Ilhéus
1612,196,212194.96,-13.000443,-38.45739,Salvador
1613,225,468077.13,-12.993305,-38.45739,Salvador
1615,225,468077.13,-12.993305,-38.45739,Salvador
1616,196,212194.96,-13.000443,-38.45739,Salvador
1618,142,280846.28,-12.957254,-38.429649,Salvador
1619,100,236727.47,-13.004878,-38.532276,Salvador
1620,103,246196.57,-12.993305,-38.45739,Salvador
1624,113,230918.05,-12.9994819,-38.4560755,Salvador
1625,106,224677.02,-12.998506,-38.52309,Salvador
1626,60,78012.85,-12.9994819,-38.4560755,Salvador
1627,78,121700.05,-12.993782,-38.492218,Salvador
1628,144,368220.68,-13.004889,-38.517654,Salvador
1629,82,143543.65,-13.000443,-38.45739,Salvador
1630,82,149784.68,-13.000443,-38.45739,Salvador
1631,160,187230.85,-13.000443,-38.45739,Salvador
1632,78,171628.28,-12.984901,-38.439594,Salvador
1633,97,180989.82,-12.972229,-38.501419,Salvador
1634,90,84253.88,-12.98223,-38.43898,Salvador
1635,78,109217.99,-12.972744,-38.438107,Salvador
1636,85,282406.54,-13.004092,-38.5047,Salvador
1637,110,365100.16,-13.004092,-38.5047,Salvador
1640,90,84253.88,-12.98223,-38.43898,Salvador
1641,82,149784.68,-13.000443,-38.45739,Salvador
1642,78,171628.28,-12.984901,-38.439594,Salvador
1644,82,143543.65,-13.000443,-38.45739,Salvador
1645,144,368220.68,-13.004889,-38.517654,Salvador
1646,160,187230.85,-13.000443,-38.45739,Salvador
1647,99,137302.62,-14.829777,-39.027883,Ilhéus
1649,76,106097.48,-14.806183,-39.037075,Ilhéus
1651,150,173600.15,-13.004878,-38.532276,Salvador
1652,130,213755.22,-12.980449,-38.4560755,Salvador
1653,110,99856.45,-12.993305,-38.45739,Salvador
1654,195,405666.85,-13.000164,-38.489021,Salvador
1655,96,134182.11,-12.984901,-38.439594,Salvador
1656,168,246196.57,-13.000443,-38.45739,Salvador
1657,207,268291.14,-13.000443,-38.45739,Salvador
1658,173,265243.71,-13.000018,-38.511448,Salvador
1659,110,99856.45,-12.993305,-38.45739,Salvador
1660,78,134182.11,-13.000443,-38.45739,Salvador
1661,195,405666.85,-13.000164,-38.489021,Salvador
1662,96,134182.11,-12.984901,-38.439594,Salvador
1664,78,134182.11,-13.000443,-38.45739,Salvador
1666,112,190351.36,-12.941992,-38.403465,Salvador
1667,54,93615.42,-12.957254,-38.429649,Salvador
1671,76,121700.05,-12.994164,-38.518372,Salvador
1672,140,168507.77,-12.993305,-38.45739,Salvador
1673,70,98296.19,-12.974552,-38.496819,Salvador
1674,114,234038.56,-12.993305,-38.45739,Salvador
1675,114,202833.42,-12.993305,-38.45739,Salvador
1676,90,157818.31,-12.99086,-38.478081,Salvador
1677,76,120139.79,-12.9808591,-38.4468721,Salvador
1678,140,168507.77,-12.993305,-38.45739,Salvador
1679,70,98296.19,-12.974552,-38.496819,Salvador
1680,75,132621.85,-12.981397,-38.441444,Salvador
1681,115,109217.99,-12.974552,-38.496819,Salvador
1682,126,268291.14,-13.002785,-38.519222,Salvador
1684,90,166947.51,-13.00525,-38.516327,Salvador
1685,112,121700.05,-12.852844,-38.32711,Lauro de Freitas
1686,142,296448.85,-12.950598,-38.40873,Salvador
1687,91,81133.37,-12.9929207,-38.4924703,Salvador
1688,87,92679.27,-13.010818,-38.48336,Salvador
1689,217,234038.56,-13.000443,-38.45739,Salvador
1690,71,111714.41,-12.971983,-38.435127,Salvador
1691,71,108281.84,-12.972744,-38.438107,Salvador
1692,59,268291.14,-13.009623,-38.514156,Salvador
1693,75,96735.94,-12.984853,-38.518036,Salvador
1694,195,520800.45,-12.957254,-38.429649,Salvador
1695,85,96735.94,-14.861924,-40.844535,Vitória da Conquista
1696,60,78012.85,-14.82782,-39.029419,Ilhéus
1699,160,152905.19,-12.985207,-38.456074,Salvador
1700,80,107657.74,-12.983953,-38.44249,Salvador
1702,100,227797.54,-12.980449,-38.4560755,Salvador
1703,90,165387.25,-13.002345,-38.528343,Salvador
1704,77,104160.09,-13.004878,-38.532276,Salvador
1705,58,104160.09,-13.000443,-38.45739,Salvador
1707,98,140423.14,-12.985207,-38.456074,Salvador
1708,71,81133.37,-12.852844,-38.32711,Lauro de Freitas
1709,85,117019.28,-12.9429024,-38.3982041,Salvador
1710,85,149784.68,-12.9994819,-38.4560755,Salvador
1711,78,106097.48,-12.980449,-38.4560755,Salvador
1712,97,185670.59,-12.998506,-38.52309,Salvador
1713,71,111714.41,-12.971983,-38.435127,Salvador
1714,217,234038.56,-13.000443,-38.45739,Salvador
1715,87,92679.27,-13.010818,-38.48336,Salvador
1716,71,108281.84,-12.972744,-38.438107,Salvador
1717,71,81133.37,-12.852844,-38.32711,Lauro de Freitas
1718,60,74892.34,-12.974277,-38.4745407,Salvador
1719,98,140423.14,-12.985207,-38.456074,Salvador
1721,195,436871.99,-12.950598,-38.40873,Salvador
1722,112,227797.54,-12.950598,-38.40873,Salvador
1723,149,452474.56,-12.9429024,-38.3982041,Salvador
1724,66,140423.14,-13.000443,-38.45739,Salvador
1725,60,132567.38,-13.000443,-38.45739,Salvador
1726,71,93615.42,-12.9419975,-38.4125249,Salvador
1727,72,94059.71,-12.9634762,-38.4383631,Salvador
1728,85,109217.99,-14.855744,-40.819691,Vitória da Conquista
1729,67,112338.51,-13.0087625,-38.4915625,Salvador
1730,243,468077.13,-15.61667,-39.7,Salvador
1731,244,343256.56,-12.980449,-38.4560755,Salvador
1732,136,274605.25,-12.980449,-38.4560755,Salvador
1733,105,177869.31,-12.9994819,-38.4560755,Salvador
1734,78,98296.19,-12.980449,-38.4560755,Salvador
1736,195,337015.54,-12.950598,-38.40873,Salvador
1737,72,75516.44,-12.954545,-38.427147,Salvador
1738,192,249641.14,-13.000443,-38.45739,Salvador
1741,73,78012.85,-12.974941,-38.440117,Salvador
1742,73,78012.85,-12.974941,-38.440117,Salvador
1745,76,179912.88,-12.992462,-38.444553,Salvador
1746,93,109217.99,-12.9928931,-38.4665922,Salvador
1747,181,218435.99,-12.985207,-38.456074,Salvador
1748,70,154661.95,-12.993533,-38.526047,Salvador
1749,155,331418.47,-12.985207,-38.456074,Salvador
1750,113,192538.34,-12.964468,-38.417938,Salvador
1751,85,101003.72,-12.971625,-38.486305,Salvador
1752,166,343256.56,-12.950598,-38.40873,Salvador
1753,188,514884.85,-12.993305,-38.45739,Salvador
1754,166,343256.56,-12.950598,-38.40873,Salvador
1755,93,149784.68,-12.992462,-38.444553,Salvador
1756,100,235598.82,-12.992472,-38.52298,Salvador
1757,109,106097.48,-12.993305,-38.45739,Salvador
1759,100,235598.82,-12.992472,-38.52298,Salvador
1760,93,149784.68,-12.992462,-38.444553,Salvador
1761,109,106097.48,-12.993305,-38.45739,Salvador
1762,118,234038.56,-12.992472,-38.52298,Salvador
1763,60,75752.79,-13.002345,-38.528343,Salvador
1764,78,104537.22,-14.839026,-39.026442,Ilhéus
1765,86,196592.39,-12.981397,-38.441444,Salvador
1768,118,162266.74,-13.000443,-38.45739,Salvador
1771,120,93303.37,-12.964468,-38.417938,Salvador
1772,98,265134.77,-12.993533,-38.526047,Salvador
1773,118,162266.74,-13.000443,-38.45739,Salvador
1774,210,474454.84,-13.000018,-38.511448,Salvador
1775,210,474454.84,-13.000018,-38.511448,Salvador
1776,90,106097.48,-13.0087625,-38.4915625,Salvador
1777,76,187886.16,-12.991933,-38.465279,Salvador
1778,125,165387.25,-12.985207,-38.456074,Salvador
1779,79,124820.57,-12.9371316,-38.3556842,Salvador
1780,76,187886.16,-12.991933,-38.465279,Salvador
1781,125,165387.25,-12.985207,-38.456074,Salvador
1782,79,124820.57,-12.9371316,-38.3556842,Salvador
1784,142,296448.85,-12.950598,-38.40873,Salvador
1785,77,143543.65,-12.964468,-38.417938,Salvador
1786,130,135742.37,-13.0051811,-38.5257172,Salvador
1787,140,93615.42,-12.992462,-38.444553,Salvador
1788,80,81133.37,-12.9903761,-38.4468721,Salvador
1789,72,92055.17,-12.954545,-38.427147,Salvador
1790,147,358859.13,-14.6833333,-41.0333333,Salvador
1791,74,87998.5,-12.993305,-38.45739,Salvador
1792,85,93459.4,-12.981397,-38.441444,Salvador
1793,80,93615.42,-12.996323,-38.481049,Salvador
1794,85,93459.4,-12.981397,-38.441444,Salvador
1796,190,224677.02,-12.992102,-38.521461,Salvador
1797,112,142036.48,-12.971756,-38.438103,Salvador
1798,169,249641.14,-13.000443,-38.45739,Salvador
1800,235,280846.28,-14.863308,-40.820861,Vitória da Conquista
1802,85,109217.99,-14.865113,-40.823597,Vitória da Conquista
1803,68,162266.74,-12.852844,-38.32711,Lauro de Freitas
1804,105,129501.34,-13.000443,-38.45739,Salvador
1805,150,170380.07,-13.004092,-38.5047,Salvador
1806,105,129501.34,-13.000443,-38.45739,Salvador
1807,150,170380.07,-13.004092,-38.5047,Salvador
1808,107,155713.66,-12.97821,-38.475792,Salvador
1809,78,161954.69,-13.003731,-38.527168,Salvador
1810,155,405666.85,-12.991933,-38.465279,Salvador
1811,61,112338.51,-13.009679,-38.486305,Salvador
1812,59,102976.97,-12.9403853,-38.4100649,Salvador
1813,66,109217.99,-12.852844,-38.32711,Lauro de Freitas
1814,107,155713.66,-12.97821,-38.475792,Salvador
1815,78,161954.69,-13.003731,-38.527168,Salvador
1816,155,405666.85,-12.991933,-38.465279,Salvador
1817,61,112338.51,-13.009679,-38.486305,Salvador
1818,91,171628.28,-12.983234,-38.443928,Salvador
1819,156,322037.07,-13.002883,-38.486099,Salvador
1820,73,87374.39,-12.9571867,-38.4648127,Salvador
1821,78,121700.05,-12.978013,-38.443554,Salvador
1822,66,134182.11,-13.000443,-38.45739,Salvador
1823,60,77076.7,-12.996323,-38.481049,Salvador
1824,87,132621.85,-12.852844,-38.32711,Lauro de Freitas
1825,243,524246.39,-12.9572541,-38.4296498,Salvador
1826,73,87374.39,-12.9571867,-38.4648127,Salvador
1827,155,405666.85,-13.0010618,-38.5233874,Salvador
1828,106,190351.36,-12.941992,-38.403465,Salvador
1829,81,98608.25,-12.968704,-38.435516,Salvador
1830,54,74892.34,-12.965071,-38.435036,Salvador
1831,130,205953.94,-12.98223,-38.43898,Salvador
1832,63,86438.24,-12.98223,-38.43898,Salvador
1833,97,102976.97,-12.971983,-38.435127,Salvador
1835,123,114834.92,-12.96958,-38.435284,Salvador
1836,130,290385.7,-12.941992,-38.403465,Salvador
1837,93,151505.58,-13.004878,-38.532276,Salvador
1838,214,268291.14,-13.000443,-38.45739,Salvador
1839,110,179912.88,-13.000443,-38.45739,Salvador
1840,140,202007.44,-13.000443,-38.45739,Salvador
1841,85,252509.31,-13.004092,-38.5047,Salvador
1842,120,216211.09,-12.990577,-38.510612,Salvador
1843,87,157818.31,-12.993305,-38.45739,Salvador
1844,175,157818.31,-12.985207,-38.456074,Salvador
1845,124,187230.85,-14.863308,-40.820861,Vitória da Conquista
1846,177,249641.14,-14.861924,-40.844535,Vitória da Conquista
1847,128,102976.97,-14.862194,-40.819221,Vitória da Conquista
1848,83,124820.57,-12.852844,-38.32711,Lauro de Freitas
1849,99,237159.08,-12.992472,-38.52298,Salvador
1851,130,123098.28,-12.579738,-41.7007272,Lauro de Freitas
1852,65,101003.72,-12.93412,-38.3588824,Salvador
1854,68,78909.15,-13.0092079,-38.4893974,Salvador
1858,138,116785.55,-13.011118,-38.4817352,Salvador
1860,112,87374.39,-13.002217,-38.516796,Salvador
1861,84,75360.41,-13.000443,-38.45739,Salvador
1862,76,134182.11,-13.004092,-38.5047,Salvador
1863,105,190351.36,-13.000164,-38.489021,Salvador
1864,145,255882.16,-12.941992,-38.403465,Salvador
1865,180,184110.34,-12.985207,-38.456074,Salvador
1866,105,190351.36,-13.000164,-38.489021,Salvador
1867,84,75360.41,-13.000443,-38.45739,Salvador
1868,145,255882.16,-12.941992,-38.403465,Salvador
1869,76,134182.11,-13.004092,-38.5047,Salvador
1870,112,87374.39,-13.002217,-38.516796,Salvador
1871,68,119941.92,-12.958298,-38.401497,Salvador
1872,85,196592.39,-12.981397,-38.441444,Salvador
1873,87,142036.48,-12.993305,-38.45739,Salvador
1874,145,126254.65,-13.004092,-38.5047,Salvador
1876,166,358859.13,-12.950598,-38.40873,Salvador
1877,82,78012.85,-12.992462,-38.444553,Salvador
1878,103,171628.28,-12.996323,-38.481049,Salvador
1880,64,168507.77,-13.004878,-38.532276,Salvador
1882,64,168507.77,-13.004878,-38.532276,Salvador
1883,103,171628.28,-12.996323,-38.481049,Salvador
1884,82,78012.85,-12.992462,-38.444553,Salvador
1885,150,140423.14,-14.861924,-40.844535,Vitória da Conquista
1886,86,106097.48,-12.966038,-38.435482,Salvador
1887,220,202833.42,-13.004878,-38.532276,Salvador
1888,110,229357.79,-12.998506,-38.52309,Salvador
1889,200,302689.88,-12.996323,-38.481049,Salvador
1890,100,124820.57,-12.996323,-38.481049,Salvador
1892,69,109217.99,-12.9903761,-38.4468721,Salvador
1893,65,90494.91,-12.941992,-38.403465,Salvador
1894,125,175192.71,-13.003049,-38.517883,Salvador
1895,78,104537.22,-12.985207,-38.456074,Salvador
1896,220,202833.42,-13.004878,-38.532276,Salvador
1897,110,229357.79,-12.998506,-38.52309,Salvador
1898,86,106097.48,-12.966038,-38.435482,Salvador
1899,100,124820.57,-12.996323,-38.481049,Salvador
1900,200,302689.88,-12.996323,-38.481049,Salvador
1901,132,167287.41,-13.000443,-38.45739,Salvador
1902,120,189381.98,-13.000443,-38.45739,Salvador
1903,142,187230.85,-12.998506,-38.52309,Salvador
1905,140,118579.54,-13.004878,-38.532276,Salvador
1906,96,93615.42,-13.009679,-38.486305,Salvador
1907,87,88934.65,-12.971625,-38.486305,Salvador
1908,79,74892.34,-13.011364,-38.473423,Salvador
1909,59,112338.51,-12.974941,-38.440117,Salvador
1910,142,187230.85,-12.998506,-38.52309,Salvador
1912,140,118579.54,-13.004878,-38.532276,Salvador
1913,96,93615.42,-13.009679,-38.486305,Salvador
1914,87,88934.65,-12.971625,-38.486305,Salvador
1915,59,112338.51,-12.974941,-38.440117,Salvador
1916,79,74892.34,-13.011364,-38.473423,Salvador
1917,210,374461.71,-13.004878,-38.532276,Salvador
