,area_m2,price_usd,lat,lon,place
649,155,399425.82,-13.000164,-38.489021,Salvador
650,155,399425.82,-13.000164,-38.489021,Salvador
651,78,171628.28,-13.0051811,-38.5257172,Salvador
652,151,312051.42,-12.991933,-38.465279,Salvador
654,89,209074.45,-13.000443,-38.45739,Salvador
655,151,312051.42,-12.991933,-38.465279,Salvador
656,89,202833.42,-13.000443,-38.45739,Salvador
657,89,209074.45,-13.000443,-38.45739,Salvador
658,162,390064.28,-13.002217,-38.516796,Salvador
660,112,109217.99,-12.992462,-38.444553,Salvador
661,230,274605.25,-12.998506,-38.52309,Salvador
662,180,358859.13,-12.998506,-38.52309,Salvador
663,230,274605.25,-12.998506,-38.52309,Salvador
664,180,358859.13,-12.998506,-38.52309,Salvador
665,54,88934.65,-13.004092,-38.5047,Salvador
667,90,221556.51,-13.007857,-38.498463,Salvador
669,92,174748.79,-13.000443,-38.45739,Salvador
670,243,421269.42,-12.941992,-38.403465,Salvador
671,107,209074.45,-12.985207,-38.456074,Salvador
672,90,221556.51,-13.007857,-38.498463,Salvador
674,92,174748.79,-13.000443,-38.45739,Salvador
675,243,421269.42,-12.941992,-38.403465,Salvador
677,137,212194.96,-12.9994819,-38.4560755,Salvador
678,180,196592.39,-14.861427,-40.816076,Vitória da Conquista
679,211,374461.71,-13.004878,-38.532276,Salvador
680,142,262123.19,-12.950598,-38.40873,Salvador
681,142,327653.99,-12.950598,-38.40873,Salvador
684,106,140423.14,-13.004878,-38.532276,Salvador
685,118,152905.19,-12.991933,-38.465279,Salvador
686,89,174748.79,-13.000443,-38.45739,Salvador
687,82,112338.51,-12.978013,-38.443554,Salvador
688,85,115459.02,-12.962178,-38.431129,Salvador
689,118,152905.19,-12.991933,-38.465279,Salvador
690,89,174748.79,-13.000443,-38.45739,Salvador
691,82,112338.51,-12.978013,-38.443554,Salvador
692,85,115459.02,-12.962178,-38.431129,Salvador
694,70,205163.81,-12.9777531021,-38.4574270248,Salvador
695,60,142036.48,-12.9591644,-38.4037775,Salvador
697,61,113629.19,-12.9331769,-38.4559668,Salvador
698,243,284072.97,-12.9930748,-38.5233928,Salvador
701,211,362982.13,-12.9612586,-38.4089007,Salvador
702,87,119941.92,-12.9985822,-38.4521996,Salvador
703,55,104849.27,-12.958966,-38.405651,Salvador
704,110,124820.57,-13.000443,-38.45739,Salvador
705,77,81133.37,-12.70733,-38.323158,Camaçari
708,98,156025.71,-12.994513,-38.479004,Salvador
709,98,156025.71,-12.994513,-38.479004,Salvador
710,129,436871.99,-13.000164,-38.489021,Salvador
711,104,124820.57,-12.9956751,-38.4838685,Salvador
712,78,201273.16,-12.98223,-38.43898,Salvador
713,129,436871.99,-13.000164,-38.489021,Salvador
714,104,124820.57,-12.9956751,-38.4838685,Salvador
715,78,201273.16,-12.98223,-38.43898,Salvador
716,77,101003.72,-12.579738,-41.7007272,Lauro de Freitas
717,90,209074.45,-13.000443,-38.45739,Salvador
718,90,212194.96,-13.000443,-38.45739,Salvador
719,90,209074.45,-13.000443,-38.45739,Salvador
721,69,85814.14,-14.827805,-39.027649,Ilhéus
722,117,120139.79,-12.9975668,-38.5167332,Salvador
723,108,133181.05,-12.852844,-38.32711,Lauro de Freitas
725,108,133181.05,-12.852844,-38.32711,Lauro de Freitas
726,62,77638.39,-12.852844,-38.32711,Lauro de Freitas
728,215,405666.85,-12.996323,-38.481049,Salvador
729,195,358859.13,-12.950598,-38.40873,Salvador
730,91,171628.28,-12.992462,-38.444553,Salvador
731,85,84253.88,-13.004092,-38.5047,Salvador
732,143,252761.65,-12.941992,-38.403465,Salvador
733,150,230918.05,-12.985207,-38.456074,Salvador
734,150,230918.05,-12.985207,-38.456074,Salvador
735,143,252761.65,-12.941992,-38.403465,Salvador
737,57,107033.63,-14.827805,-39.027649,Ilhéus
738,159,131061.59,-14.827805,-39.027649,Ilhéus
739,155,271484.74,-12.993305,-38.45739,Salvador
740,81,102976.97,-12.852844,-38.32711,Lauro de Freitas
742,166,374461.71,-12.941992,-38.403465,Salvador
743,112,199712.91,-12.941992,-38.403465,Salvador
745,116,140423.14,-13.000443,-38.45739,Salvador
746,95,124820.57,-12.991933,-38.465279,Salvador
748,81,102976.97,-12.852844,-38.32711,Lauro de Freitas
750,166,374461.71,-12.941992,-38.403465,Salvador
751,112,199712.91,-12.941992,-38.403465,Salvador
752,142,277725.76,-12.941992,-38.403465,Salvador
753,77,145728.01,-12.991933,-38.465279,Salvador
754,112,249641.14,-12.950598,-38.40873,Salvador
755,90,131061.59,-13.000443,-38.45739,Salvador
756,90,131061.59,-13.000443,-38.45739,Salvador
757,160,234038.56,-13.000443,-38.45739,Salvador
758,128,187230.85,-12.9872647,-38.4630607,Salvador
759,160,234038.56,-13.000443,-38.45739,Salvador
760,128,187230.85,-12.9872647,-38.4630607,Salvador
761,90,159146.22,-12.9915054,-38.4776984,Salvador
762,105,227797.54,-13.000164,-38.489021,Salvador
764,195,374461.71,-12.950598,-38.40873,Salvador
765,89,179248.89,-13.000443,-38.45739,Salvador
766,63,88934.65,-12.974941,-38.440117,Salvador
767,54,84253.88,-12.936793,-38.400051,Salvador
768,83,132621.85,-12.936793,-38.400051,Salvador
769,113,179429.56,-12.936793,-38.400051,Salvador
770,63,88934.65,-12.974941,-38.440117,Salvador
773,103,146664.17,-13.0069458,-38.5186992,Salvador
774,103,146664.17,-13.0069458,-38.5186992,Salvador
775,217,397702.16,-12.9891996,-38.5236444,Salvador
779,67,82069.52,-12.852844,-38.32711,Lauro de Freitas
784,75,96735.94,-12.852844,-38.32711,Lauro de Freitas
803,68,78012.85,-12.992462,-38.444553,Salvador
804,98,149784.68,-12.993068,-38.519306,Salvador
805,98,149784.68,-12.993068,-38.519306,Salvador
806,195,374461.71,-12.950598,-38.40873,Salvador
807,80,98296.19,-12.9830364,-38.4423526,Salvador
808,125,120139.79,-13.000443,-38.45739,Salvador
814,100,84253.88,-12.9726317,-38.4941904,Salvador
815,115,165387.25,-12.9994819,-38.4560755,Salvador
816,89,118579.54,-12.980449,-38.4560755,Salvador
817,130,93615.42,-12.9994819,-38.4560755,Salvador
818,79,96735.94,-12.9994819,-38.4560755,Salvador
819,160,168507.77,-13.0051811,-38.5257172,Salvador
820,220,171628.28,-12.998506,-38.52309,Salvador
821,220,171628.28,-12.998506,-38.52309,Salvador
835,85,78012.85,-13.008103,-38.48571,Salvador
836,69,120139.79,-12.956255,-38.465279,Salvador
837,102,149784.68,-12.996323,-38.481049,Salvador
838,252,452474.56,-15.61667,-39.7,Salvador
840,180,266803.96,-12.964468,-38.417938,Salvador
841,180,266803.96,-12.964468,-38.417938,Salvador
842,129,308930.91,-13.004878,-38.532276,Salvador
843,75,168507.77,-12.98223,-38.43898,Salvador
844,75,168507.77,-12.98223,-38.43898,Salvador
845,129,308930.91,-13.004878,-38.532276,Salvador
847,138,224677.02,-12.941992,-38.403465,Salvador
848,90,112338.51,-13.000443,-38.45739,Salvador
849,62,96735.94,-13.000443,-38.45739,Salvador
851,98,140423.14,-12.9909238,-38.4440123,Salvador
852,72,108894.64,-12.9572541,-38.4296498,Salvador
854,59,92055.17,-13.007857,-38.498463,Salvador
855,75,121700.05,-13.000443,-38.45739,Salvador
856,100,149784.68,-12.998506,-38.52309,Salvador
857,59,92055.17,-13.007857,-38.498463,Salvador
861,182,421269.42,-13.004878,-38.532276,Salvador
862,96,124820.57,-12.968704,-38.435516,Salvador
863,96,124820.57,-12.968704,-38.435516,Salvador
865,89,120139.79,-12.984898,-38.4491,Salvador
866,82,124820.57,-13.004889,-38.517654,Salvador
867,124,90494.91,-12.9915054,-38.4776984,Salvador
868,69,94239.53,-14.827805,-39.027649,Ilhéus
869,69,95799.78,-14.827805,-39.027649,Ilhéus
870,69,88934.65,-14.827805,-39.027649,Ilhéus
871,69,91431.06,-14.827805,-39.027649,Ilhéus
872,135,196592.39,-14.867126,-40.820204,Vitória da Conquista
873,69,89246.7,-14.827805,-39.027649,Ilhéus
874,69,85814.14,-14.827805,-39.027649,Ilhéus
875,69,90182.86,-14.827805,-39.027649,Ilhéus
877,94,112338.51,-12.973222,-38.435795,Salvador
878,94,112338.51,-12.973222,-38.435795,Salvador
881,70,87998.5,-14.827805,-39.027649,Ilhéus
882,69,99544.4,-14.827805,-39.027649,Ilhéus
883,69,98920.3,-14.827805,-39.027649,Ilhéus
885,70,92679.27,-14.827805,-39.027649,Ilhéus
886,70,92679.27,-14.827805,-39.027649,Ilhéus
887,69,96423.89,-14.827805,-39.027649,Ilhéus
888,69,99544.4,-14.827805,-39.027649,Ilhéus
889,70,99232.35,-14.827805,-39.027649,Ilhéus
890,69,90806.96,-14.827805,-39.027649,Ilhéus
891,69,89558.75,-14.827805,-39.027649,Ilhéus
892,69,86126.19,-14.827805,-39.027649,Ilhéus
893,69,93927.47,-14.827805,-39.027649,Ilhéus
894,70,94551.58,-14.827805,-39.027649,Ilhéus
896,69,95487.73,-14.827805,-39.027649,Ilhéus
897,70,89870.81,-14.827805,-39.027649,Ilhéus
898,70,89558.75,-14.827805,-39.027649,Ilhéus
899,70,101416.71,-14.827805,-39.027649,Ilhéus
900,70,86438.24,-14.827805,-39.027649,Ilhéus
901,69,94863.63,-14.827805,-39.027649,Ilhéus
902,69,92367.22,-14.827805,-39.027649,Ilhéus
903,70,98296.19,-14.827805,-39.027649,Ilhéus
904,69,93303.37,-14.827805,-39.027649,Ilhéus
905,70,97984.14,-14.827805,-39.027649,Ilhéus
906,70,93615.42,-14.827805,-39.027649,Ilhéus
907,110,131061.59,-12.983924,-38.450443,Salvador
910,62,115459.02,-12.993305,-38.45739,Salvador
911,181,93615.42,-13.011364,-38.473423,Salvador
912,181,93615.42,-13.011364,-38.473423,Salvador
914,113,187230.85,-12.991933,-38.465279,Salvador
915,113,187230.85,-12.991933,-38.465279,Salvador
916,119,226237.28,-13.000443,-38.45739,Salvador
917,92,112338.51,-13.000443,-38.45739,Salvador
918,82,112338.51,-12.992462,-38.444553,Salvador
919,63,102664.91,-13.007057,-38.498093,Salvador
920,63,103601.07,-13.007057,-38.498093,Salvador
922,119,226237.28,-13.000443,-38.45739,Salvador
923,92,112338.51,-13.000443,-38.45739,Salvador
924,82,112338.51,-12.992462,-38.444553,Salvador
925,63,102664.91,-13.007057,-38.498093,Salvador
926,63,103601.07,-13.007057,-38.498093,Salvador
928,84,124820.57,-13.0069458,-38.5186992,Salvador
929,182,421269.42,-13.004878,-38.532276,Salvador
930,200,243400.11,-13.0012719,-38.520953,Salvador
931,142,287087.31,-12.941992,-38.403465,Salvador
932,142,277725.76,-12.941992,-38.403465,Salvador
933,143,259002.68,-12.972229,-38.501419,Salvador
934,142,277725.76,-12.941992,-38.403465,Salvador
935,143,259002.68,-12.972229,-38.501419,Salvador
938,118,184110.34,-13.000443,-38.45739,Salvador
939,140,171628.28,-12.985207,-38.456074,Salvador
940,79,124820.57,-12.9371316,-38.3556842,Salvador
941,140,184110.34,-12.96049,-38.405239,Salvador
942,100,124820.57,-12.968704,-38.435516,Salvador
943,118,184110.34,-13.000443,-38.45739,Salvador
945,217,249641.14,-13.000443,-38.45739,Salvador
946,89,168507.77,-12.985207,-38.456074,Salvador
947,62,85814.14,-13.000443,-38.45739,Salvador
948,140,171628.28,-12.985207,-38.456074,Salvador
949,79,124820.57,-12.9371316,-38.3556842,Salvador
950,140,184110.34,-12.96049,-38.405239,Salvador
951,130,171628.28,-12.998506,-38.52309,Salvador
952,100,124820.57,-12.968704,-38.435516,Salvador
953,115,180989.82,-13.000443,-38.45739,Salvador
954,217,249641.14,-13.000443,-38.45739,Salvador
955,89,168507.77,-12.985207,-38.456074,Salvador
956,62,85814.14,-13.000443,-38.45739,Salvador
957,130,171628.28,-12.998506,-38.52309,Salvador
958,168,243400.11,-13.000443,-38.45739,Salvador
959,182,368220.68,-12.993533,-38.526047,Salvador
961,168,243400.11,-13.000443,-38.45739,Salvador
962,182,368220.68,-12.993533,-38.526047,Salvador
963,104,202833.42,-12.930446,-38.387676,Salvador
964,86,171628.28,-12.852844,-38.32711,Lauro de Freitas
966,104,202833.42,-12.930446,-38.387676,Salvador
968,85,87374.39,-14.887429,-40.865762,Vitória da Conquista
969,143,223116.76,-12.993305,-38.45739,Salvador
971,173,230918.05,-13.000443,-38.45739,Salvador
972,220,280846.28,-12.993533,-38.526047,Salvador
973,143,223116.76,-12.993305,-38.45739,Salvador
974,92,146664.17,-13.003334,-38.52195,Salvador
975,173,230918.05,-13.000443,-38.45739,Salvador
976,220,280846.28,-12.993533,-38.526047,Salvador
977,116,118579.54,-13.009875,-38.481541,Salvador
978,125,146664.17,-12.992462,-38.444553,Salvador
980,103,145103.91,-13.000443,-38.45739,Salvador
981,120,180989.82,-13.000443,-38.45739,Salvador
982,150,187230.85,-12.993305,-38.45739,Salvador
983,71,87374.39,-12.937969,-38.381538,Salvador
984,150,187230.85,-12.993305,-38.45739,Salvador
985,103,145103.91,-13.000443,-38.45739,Salvador
986,120,180989.82,-13.000443,-38.45739,Salvador
987,71,87374.39,-12.937969,-38.381538,Salvador
988,130,202833.42,-14.867778,-40.821205,Vitória da Conquista
994,207,234038.56,-13.000443,-38.45739,Salvador
995,70,82693.62,-12.968704,-38.435516,Salvador
996,139,132621.85,-12.992462,-38.444553,Salvador
999,116,112338.51,-13.009875,-38.481541,Salvador
1000,84,93615.42,-12.993305,-38.45739,Salvador
1001,138,283966.79,-13.000164,-38.489021,Salvador
1003,84,93615.42,-12.993305,-38.45739,Salvador
1004,116,112338.51,-13.009875,-38.481541,Salvador
1005,125,176309.05,-12.985207,-38.456074,Salvador
1007,125,176309.05,-12.985207,-38.456074,Salvador
1008,207,361979.65,-12.96049,-38.405239,Salvador
1009,207,361979.65,-12.96049,-38.405239,Salvador
1011,70,85221.89,-12.9461336,-38.3779273,Salvador
1012,84,109217.99,-14.855744,-40.819691,Vitória da Conquista
1013,70,95226.0,-12.974552,-38.496819,Salvador
1014,70,112338.51,-12.9403853,-38.4100649,Salvador
1015,108,132567.38,-13.004878,-38.532276,Salvador
1016,75,84253.88,-13.011364,-38.473423,Salvador
1017,84,115459.02,-12.985207,-38.456074,Salvador
1019,94,183069.25,-12.985207,-38.456074,Salvador
1020,62,93615.42,-12.974941,-38.440117,Salvador
1021,131,104160.09,-13.002345,-38.528343,Salvador
1024,165,378763.96,-12.950598,-38.40873,Salvador
1025,210,262123.19,-13.000443,-38.45739,Salvador
1026,56,83643.7,-12.930446,-38.387676,Salvador
1027,179,315636.63,-12.949139,-38.392117,Salvador
1028,112,214632.91,-12.957254,-38.429649,Salvador
1029,79,134145.57,-12.931565,-38.40873,Salvador
1030,77,123098.28,-12.985591,-38.469273,Salvador
1031,188,246196.57,-13.009679,-38.486305,Salvador
1032,57,202007.44,-12.972288,-38.513241,Salvador
1033,122,246520.62,-12.998506,-38.52309,Salvador
1034,87,183069.25,-12.985207,-38.456074,Salvador
1035,115,95226.0,-12.883881,-38.475025,Salvador
1036,75,145192.85,-12.964468,-38.417938,Salvador
1037,100,110472.82,-12.996323,-38.481049,Salvador
1038,72,78909.15,-12.992462,-38.444553,Salvador
1040,79,137301.93,-12.957254,-38.429649,Salvador
1041,125,145192.85,-12.992462,-38.444553,Salvador
1044,80,138880.12,-12.964468,-38.417938,Salvador
1045,105,173600.15,-12.996323,-38.481049,Salvador
1046,159,214632.91,-13.002345,-38.528343,Salvador
1047,87,101003.72,-12.992462,-38.444553,Salvador
1048,91,149927.4,-13.000443,-38.45739,Salvador
1049,100,91534.62,-12.920561,-38.318233,Salvador
1050,85,188750.71,-13.007857,-38.498463,Salvador
1051,113,205163.81,-12.992472,-38.52298,Salvador
1052,128,230918.05,-13.002217,-38.516796,Salvador
1054,172,230414.74,-13.004878,-38.532276,Salvador
1055,143,205163.81,-12.956255,-38.465279,Salvador
1056,65,78909.15,-12.987011,-38.439724,Salvador
1057,252,410327.63,-12.991933,-38.465279,Salvador
1058,142,327653.99,-13.004092,-38.5047,Salvador
1059,142,327653.99,-13.004092,-38.5047,Salvador
1060,134,331418.47,-12.992472,-38.52298,Salvador
1061,182,347105.61,-12.993533,-38.526047,Salvador
1063,85,101003.72,-13.009679,-38.486305,Salvador
1064,94,220945.64,-12.993305,-38.45739,Salvador
1065,81,104160.09,-12.937969,-38.381538,Salvador
1066,127,139195.75,-12.996323,-38.481049,Salvador
1067,91,220945.64,-13.007857,-38.498463,Salvador
1069,75,140423.14,-13.000443,-38.45739,Salvador
1070,120,119941.92,-12.9857,-38.519516,Salvador
1071,170,252509.31,-12.949139,-38.392117,Salvador
1072,207,498705.88,-13.006378,-38.515045,Salvador
1073,225,470298.59,-12.998506,-38.52309,Salvador
1074,166,189381.98,-12.998506,-38.52309,Salvador
1075,56,126254.65,-12.98223,-38.43898,Salvador
1076,188,312051.42,-13.004878,-38.532276,Salvador
1077,92,148349.22,-13.003334,-38.52195,Salvador
1080,177,347200.3,-12.957254,-38.429649,Salvador
1081,155,378763.96,-13.004092,-38.5047,Salvador
1082,230,236727.47,-12.985207,-38.456074,Salvador
1083,93,183069.25,-12.993305,-38.45739,Salvador
1084,83,173600.15,-12.985207,-38.456074,Salvador
1086,96,130989.2,-13.000443,-38.45739,Salvador
1087,91,189381.98,-12.993533,-38.526047,Salvador
1088,108,157818.31,-13.000443,-38.45739,Salvador
1089,175,233571.11,-13.000443,-38.45739,Salvador
1090,196,205163.81,-13.000443,-38.45739,Salvador
1091,78,107922.8,-12.992462,-38.444553,Salvador
1092,200,246196.57,-12.991933,-38.465279,Salvador
1093,233,252509.31,-12.998506,-38.52309,Salvador
1094,200,233571.11,-12.992472,-38.52298,Salvador
1095,150,129411.02,-12.98223,-38.43898,Salvador
1096,105,135723.75,-12.998506,-38.52309,Salvador
1097,165,405666.85,-12.991933,-38.465279,Salvador
1098,117,85221.89,-12.994164,-38.518372,Salvador
1099,103,151505.58,-12.993305,-38.45739,Salvador
1100,88,249641.14,-13.004092,-38.5047,Salvador
1101,74,221556.51,-13.004092,-38.5047,Salvador
1103,204,374461.71,-13.009679,-38.486305,Salvador
1104,217,261978.41,-13.000443,-38.45739,Salvador
1105,212,375607.6,-12.993533,-38.526047,Salvador
1106,120,195694.71,-13.000443,-38.45739,Salvador
1108,200,315636.63,-12.996323,-38.481049,Salvador
1109,120,107316.45,-12.993782,-38.492218,Salvador
1110,90,85221.89,-13.003744,-38.520924,Salvador
1111,65,145192.85,-13.000443,-38.45739,Salvador
1112,67,132567.38,-12.9941,-38.504044,Salvador
1113,99,214632.91,-12.998506,-38.52309,Salvador
1115,96,123098.28,-13.000443,-38.45739,Salvador
1116,110,261978.41,-13.004092,-38.5047,Salvador
1117,190,410327.63,-12.993533,-38.526047,Salvador
1119,175,268291.14,-12.998506,-38.52309,Salvador
1120,135,222194.0,-12.991933,-38.465279,Salvador
1122,159,252509.31,-12.993305,-38.45739,Salvador
1123,90,137302.62,-12.964468,-38.417938,Salvador
1124,70,95226.0,-12.974552,-38.496819,Salvador
1125,70,112338.51,-12.9403853,-38.4100649,Salvador
1126,70,85814.14,-12.968704,-38.435516,Salvador
1127,70,85814.14,-12.968704,-38.435516,Salvador
1128,76,79573.11,-12.9903761,-38.4468721,Salvador
1129,139,211476.54,-12.96049,-38.405239,Salvador
1130,71,135023.71,-13.001169,-38.49419,Salvador
1131,77,132988.82,-13.000443,-38.45739,Salvador
1132,109,187230.85,-12.993305,-38.45739,Salvador
1133,93,184587.15,-12.998506,-38.52309,Salvador
1134,123,193471.88,-12.972229,-38.501419,Salvador
1135,115,124508.51,-12.9989637,-38.4983503,Salvador
1136,98,118579.54,-14.863584,-40.817471,Vitória da Conquista
1137,113,193471.88,-14.807932,-39.036159,Ilhéus
1138,195,505018.62,-13.000018,-38.511448,Salvador
1139,220,246520.62,-13.004092,-38.5047,Salvador
1141,142,334574.83,-12.957254,-38.429649,Salvador
1143,158,171628.28,-13.004878,-38.532276,Salvador
1144,192,362982.13,-13.000443,-38.45739,Salvador
1145,68,88378.25,-12.852844,-38.32711,Lauro de Freitas
1146,68,88378.25,-12.852844,-38.32711,Lauro de Freitas
1147,68,88378.25,-12.852844,-38.32711,Lauro de Freitas
1148,71,135023.71,-13.001169,-38.49419,Salvador
1149,70,87374.39,-12.9989905,-38.4563597,Salvador
1150,77,132988.82,-13.000443,-38.45739,Salvador
1151,109,187230.85,-12.993305,-38.45739,Salvador
1152,93,184587.15,-12.998506,-38.52309,Salvador
1154,72,104160.09,-12.992462,-38.444553,Salvador
1155,88,118579.54,-12.992462,-38.444553,Salvador
1156,87,121700.05,-12.992462,-38.444553,Salvador
1158,93,180989.82,-12.993305,-38.45739,Salvador
1159,93,180989.82,-12.993305,-38.45739,Salvador
1160,207,234038.56,-13.000443,-38.45739,Salvador
1161,252,410327.63,-12.991933,-38.465279,Salvador
1162,134,374461.71,-12.992472,-38.52298,Salvador
1163,58,102976.97,-13.000443,-38.45739,Salvador
1164,100,202833.42,-12.993533,-38.526047,Salvador
1165,237,524246.39,-13.000443,-38.45739,Salvador
1167,207,234038.56,-13.000443,-38.45739,Salvador
1168,90,78012.85,-12.974552,-38.496819,Salvador
1169,70,126254.65,-13.000443,-38.45739,Salvador
1170,92,154661.95,-12.992462,-38.444553,Salvador
1171,93,177869.31,-12.991933,-38.465279,Salvador
1172,72,117019.28,-12.956255,-38.465279,Salvador
1173,72,137301.93,-12.96958,-38.435284,Salvador
1174,131,202007.44,-13.000443,-38.45739,Salvador
1176,74,93615.42,-16.403585,-39.047513,Porto Seguro
1179,62,101003.72,-12.972744,-38.438107,Salvador
1180,54,212194.96,-12.993533,-38.526047,Salvador
1181,230,230918.05,-12.998506,-38.52309,Salvador
1182,200,214632.91,-13.004878,-38.532276,Salvador
1183,204,299854.8,-13.004092,-38.5047,Salvador
1184,242,252509.31,-13.004889,-38.517654,Salvador
1185,160,179912.88,-12.964468,-38.417938,Salvador
1186,82,117019.28,-13.00525,-38.516327,Salvador
1187,124,234038.56,-12.993305,-38.45739,Salvador
1188,156,237159.08,-13.004878,-38.532276,Salvador
1189,118,238065.0,-12.992472,-38.52298,Salvador
1191,111,196592.39,-13.000164,-38.489021,Salvador
1192,132,218435.99,-12.941992,-38.403465,Salvador
1193,80,134182.11,-12.958966,-38.405651,Salvador
1194,82,117019.28,-13.00525,-38.516327,Salvador
1195,124,234038.56,-12.993305,-38.45739,Salvador
1196,156,237159.08,-13.004878,-38.532276,Salvador
1199,111,196592.39,-13.000164,-38.489021,Salvador
1201,132,218435.99,-12.941992,-38.403465,Salvador
1202,89,118579.54,-13.0087625,-38.4915625,Salvador
1203,230,215315.48,-13.0002554,-38.5188762,Salvador
1204,105,115459.02,-12.9994819,-38.4560755,Salvador
1205,93,124820.57,-12.9994819,-38.4560755,Salvador
1207,205,227797.54,-12.9928931,-38.4665922,Salvador
1209,80,171628.28,-14.6833333,-41.0333333,Salvador
1210,155,224677.02,-12.9994819,-38.4560755,Salvador
1212,185,218435.99,-12.9994819,-38.4560755,Salvador
1215,94,162266.74,-12.9890124,-38.4392045,Salvador
1216,165,124820.57,-12.9903761,-38.4468721,Salvador
1218,90,99856.45,-12.9890124,-38.4392045,Salvador
1219,178,405666.85,-13.0002554,-38.5188762,Salvador
1220,144,112338.51,-15.61667,-39.7,Salvador
1221,116,212194.96,-12.9429024,-38.3982041,Salvador
1222,198,199712.91,-12.980449,-38.4560755,Salvador
1223,226,218435.99,-12.9928931,-38.4665922,Salvador
1224,117,171628.28,-12.8517713,-38.4593508,Salvador
1225,74,76452.59,-12.975577,-38.4853894,Salvador
1226,90,180989.82,-12.9928931,-38.4665922,Salvador
1228,177,405666.85,-13.0087625,-38.4915625,Salvador
1229,126,162266.74,-12.980449,-38.4560755,Salvador
1230,193,187230.85,-12.980449,-38.4560755,Salvador
1231,118,199712.91,-12.9994819,-38.4560755,Salvador
1232,137,212194.96,-14.6833333,-41.0333333,Salvador
1233,94,140423.14,-12.9994819,-38.4560755,Salvador
1234,142,187230.85,-12.980449,-38.4560755,Salvador
1235,75,84253.88,-11.80806,-39.11917,Salvador
1238,215,171628.28,-12.9890124,-38.4392045,Salvador
1239,115,109217.99,-12.9903761,-38.4468721,Salvador
1240,53,102976.97,-12.980449,-38.4560755,Salvador
1241,100,134182.11,-11.80806,-39.11917,Salvador
1242,130,187230.85,-12.980449,-38.4560755,Salvador
1243,70,78012.85,-12.9890124,-38.4392045,Salvador
1244,200,327653.99,-14.6833333,-41.0333333,Salvador
1245,152,187230.85,-15.61667,-39.7,Salvador
1246,100,218435.99,-12.9928931,-38.4665922,Salvador
1247,91,156025.71,-12.9405266,-38.4024687,Salvador
1249,118,202833.42,-12.9994819,-38.4560755,Salvador
1250,110,131061.59,-12.9994819,-38.4560755,Salvador
1251,156,196592.39,-12.9928931,-38.4665922,Salvador
1252,129,327653.99,-13.0016046,-38.4882775,Salvador
1253,89,88934.65,-15.61667,-39.7,Salvador
1254,114,171628.28,-14.6833333,-41.0333333,Salvador
1255,90,96735.94,-12.9903761,-38.4468721,Salvador
1256,110,86750.29,-12.9808155,-38.5086421,Salvador
1257,58,140423.14,-15.61667,-39.7,Salvador
1258,107,156025.71,-12.980449,-38.4560755,Salvador
1259,105,140423.14,-12.980449,-38.4560755,Salvador
1260,110,131061.59,-12.9994819,-38.4560755,Salvador
1262,88,157585.97,-12.9429024,-38.3982041,Salvador
1263,70,171628.28,-12.980449,-38.4560755,Salvador
1264,83,149784.68,-14.6833333,-41.0333333,Salvador
1265,136,87374.39,-12.9994819,-38.4560755,Salvador
1266,124,145103.91,-12.980449,-38.4560755,Salvador
1267,61,87374.39,-12.979283,-38.427657,Salvador
1268,118,199712.91,-12.9994819,-38.4560755,Salvador
1269,145,234038.56,-14.6833333,-41.0333333,Salvador
1270,86,109217.99,-12.9928931,-38.4665922,Salvador
1271,70,131061.59,-12.9903761,-38.4468721,Salvador
1272,112,190351.36,-12.9928931,-38.4665922,Salvador
1273,115,143543.65,-12.9994819,-38.4560755,Salvador
1274,116,137302.62,-12.9994819,-38.4560755,Salvador
1275,93,124820.57,-15.61667,-39.7,Salvador
1276,110,249641.14,-12.9429024,-38.3982041,Salvador
1277,100,102976.97,-11.80806,-39.11917,Salvador
1278,97,162266.74,-12.9890124,-38.4392045,Salvador
1279,95,127941.08,-12.9994819,-38.4560755,Salvador
1280,222,395605.06,-12.9429024,-38.3982041,Salvador
1281,170,156025.71,-12.9429024,-38.3982041,Salvador
1283,86,93615.42,-12.980449,-38.4560755,Salvador
1284,230,201273.16,-11.80806,-39.11917,Salvador
1285,100,374461.71,-15.61667,-39.7,Salvador
1286,128,180989.82,-12.9994819,-38.4560755,Salvador
1287,78,149784.68,-11.80806,-39.11917,Salvador
1288,155,337015.54,-13.000164,-38.489021,Salvador
1289,166,274605.25,-12.950598,-38.40873,Salvador
1290,195,436871.99,-12.950598,-38.40873,Salvador
1291,72,117019.28,-13.00525,-38.516327,Salvador
1292,155,259002.68,-12.964468,-38.417938,Salvador
1293,78,112338.51,-13.00525,-38.516327,Salvador
1294,106,123098.28,-12.998506,-38.52309,Salvador
1295,63,249641.14,-13.004092,-38.5047,Salvador
1296,79,180989.82,-12.998506,-38.52309,Salvador
1297,112,118579.54,-12.971756,-38.438103,Salvador
1298,80,140423.14,-12.98223,-38.43898,Salvador
1299,161,392560.69,-12.980449,-38.4560755,Salvador
1300,140,214632.91,-13.004889,-38.517654,Salvador
1301,87,184110.34,-13.000443,-38.45739,Salvador
1302,110,99856.45,-12.965071,-38.435036,Salvador
1304,106,199974.6,-12.992462,-38.444553,Salvador
1305,63,249641.14,-13.004092,-38.5047,Salvador
1306,79,180989.82,-12.998506,-38.52309,Salvador
1307,112,118579.54,-12.971756,-38.438103,Salvador
1308,80,140423.14,-12.98223,-38.43898,Salvador
