area_m2,price_usd,lat,lon,place
104,124820.57,-12.9956751,-38.4838685,Salvador
78,201273.16,-12.98223,-38.43898,Salvador
77,101003.72,-12.579738,-41.7007272,Lauro de Freitas
90,209074.45,-13.000443,-38.45739,Salvador
90,212194.96,-13.000443,-38.45739,Salvador
90,209074.45,-13.000443,-38.45739,Salvador
69,85814.14,-14.827805,-39.027649,Ilhéus
117,120139.79,-12.9975668,-38.5167332,Salvador
108,133181.05,-12.852844,-38.32711,Lauro de Freitas
108,133181.05,-12.852844,-38.32711,Lauro de Freitas
62,77638.39,-12.852844,-38.32711,Lauro de Freitas
215,405666.85,-12.996323,-38.481049,Salvador
195,358859.13,-12.950598,-38.40873,Salvador
91,171628.28,-12.992462,-38.444553,Salvador
85,84253.88,-13.004092,-38.5047,Salvador
143,252761.65,-12.941992,-38.403465,Salvador
150,230918.05,-12.985207,-38.456074,Salvador
150,230918.05,-12.985207,-38.456074,Salvador
143,252761.65,-12.941992,-38.403465,Salvador
57,107033.63,-14.827805,-39.027649,Ilhéus
159,131061.59,-14.827805,-39.027649,Ilhéus
155,271484.74,-12.993305,-38.45739,Salvador
81,102976.97,-12.852844,-38.32711,Lauro de Freitas
166,374461.71,-12.941992,-38.403465,Salvador
112,199712.91,-12.941992,-38.403465,Salvador
116,140423.14,-13.000443,-38.45739,Salvador
95,124820.57,-12.991933,-38.465279,Salvador
81,102976.97,-12.852844,-38.32711,Lauro de Freitas
166,374461.71,-12.941992,-38.403465,Salvador
112,199712.91,-12.941992,-38.403465,Salvador
142,277725.76,-12.941992,-38.403465,Salvador
77,145728.01,-12.991933,-38.465279,Salvador
112,249641.14,-12.950598,-38.40873,Salvador
90,131061.59,-13.000443,-38.45739,Salvador
90,131061.59,-13.000443,-38.45739,Salvador
160,234038.56,-13.000443,-38.45739,Salvador
128,187230.85,-12.9872647,-38.4630607,Salvador
160,234038.56,-13.000443,-38.45739,Salvador
128,187230.85,-12.9872647,-38.4630607,Salvador
90,159146.22,-12.9915054,-38.4776984,Salvador
105,227797.54,-13.000164,-38.489021,Salvador
195,374461.71,-12.950598,-38.40873,Salvador
89,179248.89,-13.000443,-38.45739,Salvador
63,88934.65,-12.974941,-38.440117,Salvador
54,84253.88,-12.936793,-38.400051,Salvador
83,132621.85,-12.936793,-38.400051,Salvador
113,179429.56,-12.936793,-38.400051,Salvador
63,88934.65,-12.974941,-38.440117,Salvador
103,146664.17,-13.0069458,-38.5186992,Salvador
103,146664.17,-13.0069458,-38.5186992,Salvador
217,397702.16,-12.9891996,-38.5236444,Salvador
67,82069.52,-12.852844,-38.32711,Lauro de Freitas
75,96735.94,-12.852844,-38.32711,Lauro de Freitas
68,78012.85,-12.992462,-38.444553,Salvador
98,149784.68,-12.993068,-38.519306,Salvador
98,149784.68,-12.993068,-38.519306,Salvador
195,374461.71,-12.950598,-38.40873,Salvador
80,98296.19,-12.9830364,-38.4423526,Salvador
125,120139.79,-13.000443,-38.45739,Salvador
100,84253.88,-12.9726317,-38.4941904,Salvador
115,165387.25,-12.9994819,-38.4560755,Salvador
89,118579.54,-12.980449,-38.4560755,Salvador
130,93615.42,-12.9994819,-38.4560755,Salvador
79,96735.94,-12.9994819,-38.4560755,Salvador
160,168507.77,-13.0051811,-38.5257172,Salvador
220,171628.28,-12.998506,-38.52309,Salvador
220,171628.28,-12.998506,-38.52309,Salvador
85,78012.85,-13.008103,-38.48571,Salvador
69,120139.79,-12.956255,-38.465279,Salvador
102,149784.68,-12.996323,-38.481049,Salvador
252,452474.56,-15.61667,-39.7,Salvador
180,266803.96,-12.964468,-38.417938,Salvador
180,266803.96,-12.964468,-38.417938,Salvador
129,308930.91,-13.004878,-38.532276,Salvador
75,168507.77,-12.98223,-38.43898,Salvador
75,168507.77,-12.98223,-38.43898,Salvador
129,308930.91,-13.004878,-38.532276,Salvador
138,224677.02,-12.941992,-38.403465,Salvador
90,112338.51,-13.000443,-38.45739,Salvador
62,96735.94,-13.000443,-38.45739,Salvador
98,140423.14,-12.9909238,-38.4440123,Salvador
72,108894.64,-12.9572541,-38.4296498,Salvador
59,92055.17,-13.007857,-38.498463,Salvador
75,121700.05,-13.000443,-38.45739,Salvador
100,149784.68,-12.998506,-38.52309,Salvador
59,92055.17,-13.007857,-38.498463,Salvador
182,421269.42,-13.004878,-38.532276,Salvador
96,124820.57,-12.968704,-38.435516,Salvador
96,124820.57,-12.968704,-38.435516,Salvador
89,120139.79,-12.984898,-38.4491,Salvador
82,124820.57,-13.004889,-38.517654,Salvador
124,90494.91,-12.9915054,-38.4776984,Salvador
69,94239.53,-14.827805,-39.027649,Ilhéus
69,95799.78,-14.827805,-39.027649,Ilhéus
69,88934.65,-14.827805,-39.027649,Ilhéus
69,91431.06,-14.827805,-39.027649,Ilhéus
135,196592.39,-14.867126,-40.820204,Vitória da Conquista
69,89246.7,-14.827805,-39.027649,Ilhéus
69,85814.14,-14.827805,-39.027649,Ilhéus
69,90182.86,-14.827805,-39.027649,Ilhéus
94,112338.51,-12.973222,-38.435795,Salvador
94,112338.51,-12.973222,-38.435795,Salvador
70,87998.5,-14.827805,-39.027649,Ilhéus
69,99544.4,-14.827805,-39.027649,Ilhéus
69,98920.3,-14.827805,-39.027649,Ilhéus
70,92679.27,-14.827805,-39.027649,Ilhéus
70,92679.27,-14.827805,-39.027649,Ilhéus
69,96423.89,-14.827805,-39.027649,Ilhéus
69,99544.4,-14.827805,-39.027649,Ilhéus
70,99232.35,-14.827805,-39.027649,Ilhéus
69,90806.96,-14.827805,-39.027649,Ilhéus
69,89558.75,-14.827805,-39.027649,Ilhéus
69,86126.19,-14.827805,-39.027649,Ilhéus
69,93927.47,-14.827805,-39.027649,Ilhéus
70,94551.58,-14.827805,-39.027649,Ilhéus
69,95487.73,-14.827805,-39.027649,Ilhéus
70,89870.81,-14.827805,-39.027649,Ilhéus
70,89558.75,-14.827805,-39.027649,Ilhéus
70,101416.71,-14.827805,-39.027649,Ilhéus
70,86438.24,-14.827805,-39.027649,Ilhéus
69,94863.63,-14.827805,-39.027649,Ilhéus
69,92367.22,-14.827805,-39.027649,Ilhéus
70,98296.19,-14.827805,-39.027649,Ilhéus
69,93303.37,-14.827805,-39.027649,Ilhéus
70,97984.14,-14.827805,-39.027649,Ilhéus
70,93615.42,-14.827805,-39.027649,Ilhéus
110,131061.59,-12.983924,-38.450443,Salvador
62,115459.02,-12.993305,-38.45739,Salvador
181,93615.42,-13.011364,-38.473423,Salvador
181,93615.42,-13.011364,-38.473423,Salvador
113,187230.85,-12.991933,-38.465279,Salvador
113,187230.85,-12.991933,-38.465279,Salvador
119,226237.28,-13.000443,-38.45739,Salvador
92,112338.51,-13.000443,-38.45739,Salvador
82,112338.51,-12.992462,-38.444553,Salvador
63,102664.91,-13.007057,-38.498093,Salvador
63,103601.07,-13.007057,-38.498093,Salvador
119,226237.28,-13.000443,-38.45739,Salvador
92,112338.51,-13.000443,-38.45739,Salvador
82,112338.51,-12.992462,-38.444553,Salvador
63,102664.91,-13.007057,-38.498093,Salvador
63,103601.07,-13.007057,-38.498093,Salvador
84,124820.57,-13.0069458,-38.5186992,Salvador
182,421269.42,-13.004878,-38.532276,Salvador
200,243400.11,-13.0012719,-38.520953,Salvador
142,287087.31,-12.941992,-38.403465,Salvador
142,277725.76,-12.941992,-38.403465,Salvador
143,259002.68,-12.972229,-38.501419,Salvador
142,277725.76,-12.941992,-38.403465,Salvador
143,259002.68,-12.972229,-38.501419,Salvador
118,184110.34,-13.000443,-38.45739,Salvador
140,171628.28,-12.985207,-38.456074,Salvador
79,124820.57,-12.9371316,-38.3556842,Salvador
140,184110.34,-12.96049,-38.405239,Salvador
100,124820.57,-12.968704,-38.435516,Salvador
118,184110.34,-13.000443,-38.45739,Salvador
217,249641.14,-13.000443,-38.45739,Salvador
89,168507.77,-12.985207,-38.456074,Salvador
62,85814.14,-13.000443,-38.45739,Salvador
140,171628.28,-12.985207,-38.456074,Salvador
79,124820.57,-12.9371316,-38.3556842,Salvador
140,184110.34,-12.96049,-38.405239,Salvador
130,171628.28,-12.998506,-38.52309,Salvador
100,124820.57,-12.968704,-38.435516,Salvador
115,180989.82,-13.000443,-38.45739,Salvador
217,249641.14,-13.000443,-38.45739,Salvador
89,168507.77,-12.985207,-38.456074,Salvador
62,85814.14,-13.000443,-38.45739,Salvador
130,171628.28,-12.998506,-38.52309,Salvador
168,243400.11,-13.000443,-38.45739,Salvador
182,368220.68,-12.993533,-38.526047,Salvador
168,243400.11,-13.000443,-38.45739,Salvador
182,368220.68,-12.993533,-38.526047,Salvador
104,202833.42,-12.930446,-38.387676,Salvador
86,171628.28,-12.852844,-38.32711,Lauro de Freitas
104,202833.42,-12.930446,-38.387676,Salvador
85,87374.39,-14.887429,-40.865762,Vitória da Conquista
143,223116.76,-12.993305,-38.45739,Salvador
173,230918.05,-13.000443,-38.45739,Salvador
220,280846.28,-12.993533,-38.526047,Salvador
143,223116.76,-12.993305,-38.45739,Salvador
92,146664.17,-13.003334,-38.52195,Salvador
173,230918.05,-13.000443,-38.45739,Salvador
220,280846.28,-12.993533,-38.526047,Salvador
116,118579.54,-13.009875,-38.481541,Salvador
125,146664.17,-12.992462,-38.444553,Salvador
103,145103.91,-13.000443,-38.45739,Salvador
120,180989.82,-13.000443,-38.45739,Salvador
150,187230.85,-12.993305,-38.45739,Salvador
71,87374.39,-12.937969,-38.381538,Salvador
150,187230.85,-12.993305,-38.45739,Salvador
103,145103.91,-13.000443,-38.45739,Salvador
120,180989.82,-13.000443,-38.45739,Salvador
71,87374.39,-12.937969,-38.381538,Salvador
130,202833.42,-14.867778,-40.821205,Vitória da Conquista
207,234038.56,-13.000443,-38.45739,Salvador
70,82693.62,-12.968704,-38.435516,Salvador
139,132621.85,-12.992462,-38.444553,Salvador
116,112338.51,-13.009875,-38.481541,Salvador
84,93615.42,-12.993305,-38.45739,Salvador
138,283966.79,-13.000164,-38.489021,Salvador
84,93615.42,-12.993305,-38.45739,Salvador
116,112338.51,-13.009875,-38.481541,Salvador
125,176309.05,-12.985207,-38.456074,Salvador
125,176309.05,-12.985207,-38.456074,Salvador
207,361979.65,-12.96049,-38.405239,Salvador
207,361979.65,-12.96049,-38.405239,Salvador
70,85221.89,-12.9461336,-38.3779273,Salvador
84,109217.99,-14.855744,-40.819691,Vitória da Conquista
70,95226.0,-12.974552,-38.496819,Salvador
70,112338.51,-12.9403853,-38.4100649,Salvador
108,132567.38,-13.004878,-38.532276,Salvador
75,84253.88,-13.011364,-38.473423,Salvador
84,115459.02,-12.985207,-38.456074,Salvador
94,183069.25,-12.985207,-38.456074,Salvador
62,93615.42,-12.974941,-38.440117,Salvador
131,104160.09,-13.002345,-38.528343,Salvador
165,378763.96,-12.950598,-38.40873,Salvador
210,262123.19,-13.000443,-38.45739,Salvador
56,83643.7,-12.930446,-38.387676,Salvador
179,315636.63,-12.949139,-38.392117,Salvador
112,214632.91,-12.957254,-38.429649,Salvador
79,134145.57,-12.931565,-38.40873,Salvador
77,123098.28,-12.985591,-38.469273,Salvador
188,246196.57,-13.009679,-38.486305,Salvador
57,202007.44,-12.972288,-38.513241,Salvador
122,246520.62,-12.998506,-38.52309,Salvador
87,183069.25,-12.985207,-38.456074,Salvador
115,95226.0,-12.883881,-38.475025,Salvador
75,145192.85,-12.964468,-38.417938,Salvador
100,110472.82,-12.996323,-38.481049,Salvador
72,78909.15,-12.992462,-38.444553,Salvador
79,137301.93,-12.957254,-38.429649,Salvador
125,145192.85,-12.992462,-38.444553,Salvador
80,138880.12,-12.964468,-38.417938,Salvador
105,173600.15,-12.996323,-38.481049,Salvador
159,214632.91,-13.002345,-38.528343,Salvador
87,101003.72,-12.992462,-38.444553,Salvador
91,149927.4,-13.000443,-38.45739,Salvador
100,91534.62,-12.920561,-38.318233,Salvador
85,188750.71,-13.007857,-38.498463,Salvador
113,205163.81,-12.992472,-38.52298,Salvador
128,230918.05,-13.002217,-38.516796,Salvador
172,230414.74,-13.004878,-38.532276,Salvador
143,205163.81,-12.956255,-38.465279,Salvador
65,78909.15,-12.987011,-38.439724,Salvador
252,410327.63,-12.991933,-38.465279,Salvador
142,327653.99,-13.004092,-38.5047,Salvador
142,327653.99,-13.004092,-38.5047,Salvador
134,331418.47,-12.992472,-38.52298,Salvador
182,347105.61,-12.993533,-38.526047,Salvador
85,101003.72,-13.009679,-38.486305,Salvador
94,220945.64,-12.993305,-38.45739,Salvador
81,104160.09,-12.937969,-38.381538,Salvador
127,139195.75,-12.996323,-38.481049,Salvador
91,220945.64,-13.007857,-38.498463,Salvador
75,140423.14,-13.000443,-38.45739,Salvador
120,119941.92,-12.9857,-38.519516,Salvador
170,252509.31,-12.949139,-38.392117,Salvador
207,498705.88,-13.006378,-38.515045,Salvador
225,470298.59,-12.998506,-38.52309,Salvador
166,189381.98,-12.998506,-38.52309,Salvador
56,126254.65,-12.98223,-38.43898,Salvador
188,312051.42,-13.004878,-38.532276,Salvador
92,148349.22,-13.003334,-38.52195,Salvador
177,347200.3,-12.957254,-38.429649,Salvador
155,378763.96,-13.004092,-38.5047,Salvador
230,236727.47,-12.985207,-38.456074,Salvador
93,183069.25,-12.993305,-38.45739,Salvador
83,173600.15,-12.985207,-38.456074,Salvador
96,130989.2,-13.000443,-38.45739,Salvador
91,189381.98,-12.993533,-38.526047,Salvador
108,157818.31,-13.000443,-38.45739,Salvador
175,233571.11,-13.000443,-38.45739,Salvador
196,205163.81,-13.000443,-38.45739,Salvador
78,107922.8,-12.992462,-38.444553,Salvador
200,246196.57,-12.991933,-38.465279,Salvador
233,252509.31,-12.998506,-38.52309,Salvador
200,233571.11,-12.992472,-38.52298,Salvador
150,129411.02,-12.98223,-38.43898,Salvador
105,135723.75,-12.998506,-38.52309,Salvador
165,405666.85,-12.991933,-38.465279,Salvador
117,85221.89,-12.994164,-38.518372,Salvador
103,151505.58,-12.993305,-38.45739,Salvador
88,249641.14,-13.004092,-38.5047,Salvador
74,221556.51,-13.004092,-38.5047,Salvador
204,374461.71,-13.009679,-38.486305,Salvador
217,261978.41,-13.000443,-38.45739,Salvador
212,375607.6,-12.993533,-38.526047,Salvador
120,195694.71,-13.000443,-38.45739,Salvador
200,315636.63,-12.996323,-38.481049,Salvador
120,107316.45,-12.993782,-38.492218,Salvador
90,85221.89,-13.003744,-38.520924,Salvador
65,145192.85,-13.000443,-38.45739,Salvador
67,132567.38,-12.9941,-38.504044,Salvador
99,214632.91,-12.998506,-38.52309,Salvador
96,123098.28,-13.000443,-38.45739,Salvador
110,261978.41,-13.004092,-38.5047,Salvador
190,410327.63,-12.993533,-38.526047,Salvador
175,268291.14,-12.998506,-38.52309,Salvador
135,222194.0,-12.991933,-38.465279,Salvador
159,252509.31,-12.993305,-38.45739,Salvador
90,137302.62,-12.964468,-38.417938,Salvador
70,95226.0,-12.974552,-38.496819,Salvador
70,112338.51,-12.9403853,-38.4100649,Salvador
70,85814.14,-12.968704,-38.435516,Salvador
70,85814.14,-12.968704,-38.435516,Salvador
76,79573.11,-12.9903761,-38.4468721,Salvador
139,211476.54,-12.96049,-38.405239,Salvador
71,135023.71,-13.001169,-38.49419,Salvador
77,132988.82,-13.000443,-38.45739,Salvador
109,187230.85,-12.993305,-38.45739,Salvador
93,184587.15,-12.998506,-38.52309,Salvador
123,193471.88,-12.972229,-38.501419,Salvador
115,124508.51,-12.9989637,-38.4983503,Salvador
98,118579.54,-14.863584,-40.817471,Vitória da Conquista
113,193471.88,-14.807932,-39.036159,Ilhéus
195,505018.62,-13.000018,-38.511448,Salvador
220,246520.62,-13.004092,-38.5047,Salvador
142,334574.83,-12.957254,-38.429649,Salvador
158,171628.28,-13.004878,-38.532276,Salvador
192,362982.13,-13.000443,-38.45739,Salvador
68,88378.25,-12.852844,-38.32711,Lauro de Freitas
68,88378.25,-12.852844,-38.32711,Lauro de Freitas
68,88378.25,-12.852844,-38.32711,Lauro de Freitas
71,135023.71,-13.001169,-38.49419,Salvador
70,87374.39,-12.9989905,-38.4563597,Salvador
77,132988.82,-13.000443,-38.45739,Salvador
109,187230.85,-12.993305,-38.45739,Salvador
93,184587.15,-12.998506,-38.52309,Salvador
72,104160.09,-12.992462,-38.444553,Salvador
88,118579.54,-12.992462,-38.444553,Salvador
87,121700.05,-12.992462,-38.444553,Salvador
93,180989.82,-12.993305,-38.45739,Salvador
93,180989.82,-12.993305,-38.45739,Salvador
207,234038.56,-13.000443,-38.45739,Salvador
252,410327.63,-12.991933,-38.465279,Salvador
134,374461.71,-12.992472,-38.52298,Salvador
58,102976.97,-13.000443,-38.45739,Salvador
100,202833.42,-12.993533,-38.526047,Salvador
237,524246.39,-13.000443,-38.45739,Salvador
207,234038.56,-13.000443,-38.45739,Salvador
90,78012.85,-12.974552,-38.496819,Salvador
70,126254.65,-13.000443,-38.45739,Salvador
92,154661.95,-12.992462,-38.444553,Salvador
93,177869.31,-12.991933,-38.465279,Salvador
72,117019.28,-12.956255,-38.465279,Salvador
72,137301.93,-12.96958,-38.435284,Salvador
131,202007.44,-13.000443,-38.45739,Salvador
74,93615.42,-16.403585,-39.047513,Porto Seguro
62,101003.72,-12.972744,-38.438107,Salvador
54,212194.96,-12.993533,-38.526047,Salvador
230,230918.05,-12.998506,-38.52309,Salvador
200,214632.91,-13.004878,-38.532276,Salvador
204,299854.8,-13.004092,-38.5047,Salvador
242,252509.31,-13.004889,-38.517654,Salvador
160,179912.88,-12.964468,-38.417938,Salvador
82,117019.28,-13.00525,-38.516327,Salvador
124,234038.56,-12.993305,-38.45739,Salvador
156,237159.08,-13.004878,-38.532276,Salvador
118,238065.0,-12.992472,-38.52298,Salvador
111,196592.39,-13.000164,-38.489021,Salvador
132,218435.99,-12.941992,-38.403465,Salvador
80,134182.11,-12.958966,-38.405651,Salvador
82,117019.28,-13.00525,-38.516327,Salvador
124,234038.56,-12.993305,-38.45739,Salvador
156,237159.08,-13.004878,-38.532276,Salvador
111,196592.39,-13.000164,-38.489021,Salvador
132,218435.99,-12.941992,-38.403465,Salvador
89,118579.54,-13.0087625,-38.4915625,Salvador
230,215315.48,-13.0002554,-38.5188762,Salvador
105,115459.02,-12.9994819,-38.4560755,Salvador
93,124820.57,-12.9994819,-38.4560755,Salvador
205,227797.54,-12.9928931,-38.4665922,Salvador
80,171628.28,-14.6833333,-41.0333333,Salvador
155,224677.02,-12.9994819,-38.4560755,Salvador
185,218435.99,-12.9994819,-38.4560755,Salvador
94,162266.74,-12.9890124,-38.4392045,Salvador
165,124820.57,-12.9903761,-38.4468721,Salvador
90,99856.45,-12.9890124,-38.4392045,Salvador
178,405666.85,-13.0002554,-38.5188762,Salvador
144,112338.51,-15.61667,-39.7,Salvador
116,212194.96,-12.9429024,-38.3982041,Salvador
198,199712.91,-12.980449,-38.4560755,Salvador
226,218435.99,-12.9928931,-38.4665922,Salvador
117,171628.28,-12.8517713,-38.4593508,Salvador
74,76452.59,-12.975577,-38.4853894,Salvador
90,180989.82,-12.9928931,-38.4665922,Salvador
177,405666.85,-13.0087625,-38.4915625,Salvador
126,162266.74,-12.980449,-38.4560755,Salvador
193,187230.85,-12.980449,-38.4560755,Salvador
118,199712.91,-12.9994819,-38.4560755,Salvador
137,212194.96,-14.6833333,-41.0333333,Salvador
94,140423.14,-12.9994819,-38.4560755,Salvador
142,187230.85,-12.980449,-38.4560755,Salvador
75,84253.88,-11.80806,-39.11917,Salvador
215,171628.28,-12.9890124,-38.4392045,Salvador
115,109217.99,-12.9903761,-38.4468721,Salvador
53,102976.97,-12.980449,-38.4560755,Salvador
100,134182.11,-11.80806,-39.11917,Salvador
130,187230.85,-12.980449,-38.4560755,Salvador
70,78012.85,-12.9890124,-38.4392045,Salvador
200,327653.99,-14.6833333,-41.0333333,Salvador
152,187230.85,-15.61667,-39.7,Salvador
100,218435.99,-12.9928931,-38.4665922,Salvador
91,156025.71,-12.9405266,-38.4024687,Salvador
118,202833.42,-12.9994819,-38.4560755,Salvador
110,131061.59,-12.9994819,-38.4560755,Salvador
156,196592.39,-12.9928931,-38.4665922,Salvador
129,327653.99,-13.0016046,-38.4882775,Salvador
89,88934.65,-15.61667,-39.7,Salvador
114,171628.28,-14.6833333,-41.0333333,Salvador
90,96735.94,-12.9903761,-38.4468721,Salvador
110,86750.29,-12.9808155,-38.5086421,Salvador
58,140423.14,-15.61667,-39.7,Salvador
107,156025.71,-12.980449,-38.4560755,Salvador
105,140423.14,-12.980449,-38.4560755,Salvador
110,131061.59,-12.9994819,-38.4560755,Salvador
88,157585.97,-12.9429024,-38.3982041,Salvador
70,171628.28,-12.980449,-38.4560755,Salvador
83,149784.68,-14.6833333,-41.0333333,Salvador
136,87374.39,-12.9994819,-38.4560755,Salvador
124,145103.91,-12.980449,-38.4560755,Salvador
61,87374.39,-12.979283,-38.427657,Salvador
118,199712.91,-12.9994819,-38.4560755,Salvador
145,234038.56,-14.6833333,-41.0333333,Salvador
86,109217.99,-12.9928931,-38.4665922,Salvador
70,131061.59,-12.9903761,-38.4468721,Salvador
112,190351.36,-12.9928931,-38.4665922,Salvador
115,143543.65,-12.9994819,-38.4560755,Salvador
116,137302.62,-12.9994819,-38.4560755,Salvador
93,124820.57,-15.61667,-39.7,Salvador
110,249641.14,-12.9429024,-38.3982041,Salvador
100,102976.97,-11.80806,-39.11917,Salvador
97,162266.74,-12.9890124,-38.4392045,Salvador
95,127941.08,-12.9994819,-38.4560755,Salvador
222,395605.06,-12.9429024,-38.3982041,Salvador
170,156025.71,-12.9429024,-38.3982041,Salvador
86,93615.42,-12.980449,-38.4560755,Salvador
230,201273.16,-11.80806,-39.11917,Salvador
100,374461.71,-15.61667,-39.7,Salvador
128,180989.82,-12.9994819,-38.4560755,Salvador
78,149784.68,-11.80806,-39.11917,Salvador
155,337015.54,-13.000164,-38.489021,Salvador
166,274605.25,-12.950598,-38.40873,Salvador
195,436871.99,-12.950598,-38.40873,Salvador
72,117019.28,-13.00525,-38.516327,Salvador
155,259002.68,-12.964468,-38.417938,Salvador
78,112338.51,-13.00525,-38.516327,Salvador
106,123098.28,-12.998506,-38.52309,Salvador
63,249641.14,-13.004092,-38.5047,Salvador
79,180989.82,-12.998506,-38.52309,Salvador
112,118579.54,-12.971756,-38.438103,Salvador
80,140423.14,-12.98223,-38.43898,Salvador
161,392560.69,-12.980449,-38.4560755,Salvador
140,214632.91,-13.004889,-38.517654,Salvador
87,184110.34,-13.000443,-38.45739,Salvador
110,99856.45,-12.965071,-38.435036,Salvador
106,199974.6,-12.992462,-38.444553,Salvador
63,249641.14,-13.004092,-38.5047,Salvador
79,180989.82,-12.998506,-38.52309,Salvador
112,118579.54,-12.971756,-38.438103,Salvador
80,140423.14,-12.98223,-38.43898,Salvador
215,436871.99,-12.950598,-38.40873,Salvador
96,174748.79,-12.9994819,-38.4560755,Salvador
170,192535.72,-14.6833333,-41.0333333,Salvador
130,234038.56,-12.9994819,-38.4560755,Salvador
225,468077.13,-12.9928931,-38.4665922,Salvador
96,96735.94,-12.98223,-38.43898,Salvador
106,199974.6,-12.992462,-38.444553,Salvador
130,96735.94,-13.000443,-38.45739,Salvador
130,96735.94,-13.000443,-38.45739,Salvador
109,131061.59,-14.834676,-39.028308,Ilhéus
60,108593.89,-14.6833333,-41.0333333,Salvador
129,131373.65,-12.998506,-38.52309,Salvador
140,347200.3,-13.007612,-38.49474,Salvador
86,156056.91,-12.980449,-38.4560755,Salvador
85,75183.17,-12.89444,-38.32722,Lauro de Freitas
54,81227.29,-14.6833333,-41.0333333,Salvador
84,131571.8,-12.9929207,-38.4924703,Salvador
117,184585.28,-12.9429024,-38.3982041,Salvador
173,241536.85,-12.9429024,-38.3982041,Salvador
181,260013.1,-12.9429024,-38.3982041,Salvador
150,148349.22,-12.964468,-38.417938,Salvador
242,101003.72,-12.998506,-38.52309,Salvador
111,206580.85,-12.9429024,-38.3982041,Salvador
85,107070.46,-12.8817945,-38.2824417,Lauro de Freitas
70,85786.68,-13.12099,-41.89093,Salvador
70,90153.52,-13.12099,-41.89093,Salvador
81,111913.18,-12.9925709,-38.4889345,Salvador
58,82311.36,-13.12099,-41.89093,Salvador
200,367097.29,-12.9429024,-38.3982041,Salvador
57,130967.98,-12.9890124,-38.4392045,Salvador
110,154939.14,-12.9429024,-38.3982041,Salvador
90,149502.27,-12.9994819,-38.4560755,Salvador
72,89090.68,-12.26666667,-38.96666667,Feira de Santana
211,464956.62,-12.9989637,-38.4983503,Salvador
210,473038.75,-13.0016046,-38.4882775,Salvador
70,129376.52,-12.9903761,-38.4468721,Salvador
72,120139.79,-12.9903761,-38.4468721,Salvador
90,106097.48,-12.968704,-38.435516,Salvador
195,180989.82,-14.820665,-39.027844,Ilhéus
88,107657.74,-14.86306,-40.835654,Vitória da Conquista
82,124820.57,-12.9994819,-38.4560755,Salvador
133,249641.14,-12.9994819,-38.4560755,Salvador
195,187230.85,-15.61667,-39.7,Salvador
160,99856.45,-13.0051811,-38.5257172,Salvador
80,132567.38,-12.992462,-38.444553,Salvador
67,84253.88,-12.852844,-38.32711,Lauro de Freitas
180,244948.51,-12.964468,-38.417938,Salvador
134,196457.59,-12.964468,-38.417938,Salvador
225,341241.02,-12.964468,-38.417938,Salvador
88,133533.98,-12.964468,-38.417938,Salvador
116,177109.77,-12.964468,-38.417938,Salvador
110,156425.45,-12.964468,-38.417938,Salvador
112,224677.02,-12.950598,-38.40873,Salvador
77,101003.72,-12.973222,-38.435795,Salvador
83,126254.65,-13.004878,-38.532276,Salvador
64,101003.72,-12.973127,-38.434219,Salvador
156,347200.3,-13.002883,-38.486099,Salvador
87,121700.05,-12.964468,-38.417938,Salvador
67,358859.13,-12.53027778,-38.29916667,Mata de São João
161,371341.19,-12.980449,-38.4560755,Salvador
156,399501.02,-13.0016046,-38.4882775,Salvador
80,122206.7,-12.993533,-38.526047,Salvador
53,95274.91,-12.8517713,-38.4593508,Salvador
130,308930.91,-13.0016046,-38.4882775,Salvador
66,134182.11,-13.000443,-38.45739,Salvador
80,122206.7,-12.993533,-38.526047,Salvador
70,84253.88,-12.981397,-38.441444,Salvador
95,121700.05,-12.983881,-38.470535,Salvador
62,102976.97,-12.993782,-38.492218,Salvador
62,102976.97,-12.993782,-38.492218,Salvador
65,98296.19,-12.9890124,-38.4392045,Salvador
145,265243.71,-12.9928931,-38.4665922,Salvador
181,392858.7,-13.0016046,-38.4882775,Salvador
181,401522.49,-13.0016046,-38.4882775,Salvador
150,352979.77,-13.0016046,-38.4882775,Salvador
150,359730.69,-13.0016046,-38.4882775,Salvador
150,363267.17,-13.0016046,-38.4882775,Salvador
150,371304.06,-13.0016046,-38.4882775,Salvador
150,371625.47,-13.0016046,-38.4882775,Salvador
150,375804.46,-13.0016046,-38.4882775,Salvador
154,126254.65,-12.977729,-38.5093,Salvador
92,118579.54,-13.000443,-38.45739,Salvador
129,124820.57,-12.998506,-38.52309,Salvador
118,159146.22,-12.991933,-38.465279,Salvador
99,143543.65,-12.985207,-38.456074,Salvador
130,238719.34,-12.985207,-38.456074,Salvador
136,262123.19,-12.985207,-38.456074,Salvador
60,106097.48,-12.957254,-38.429649,Salvador
78,90494.91,-12.981731,-38.443302,Salvador
90,156025.71,-13.002345,-38.528343,Salvador
82,124820.57,-12.937969,-38.381538,Salvador
68,106097.48,-12.937969,-38.381538,Salvador
69,106097.48,-12.974941,-38.440117,Salvador
69,78012.85,-12.971756,-38.438103,Salvador
85,134182.11,-12.970966,-38.436806,Salvador
143,255882.16,-12.941992,-38.403465,Salvador
71,145103.91,-16.412931,-39.050011,Itacimirim
78,106097.48,-13.007857,-38.498463,Salvador
167,198851.08,-12.990577,-38.510612,Salvador
68,121520.1,-12.956255,-38.465279,Salvador
204,268291.14,-12.993305,-38.45739,Salvador
